text,label,cleaned_text
less cheaters in social media and tinder,0,less cheaters in social media and tinder
i hate this game it sucks so much,0,i hate this game it sucks so much
-rep skeet misses jitter,0,rep skeet misses jitter
"Great game, high skill level. Problem is this game has been completely ruined by the sheer amount of allowed BLATANT cheaters with wallhack almost every single game. The odd of getting a cheater in your team/enemy team is basically the same as getting a mild-spec tier weapon in a case (which is now starting to disappear because Valve has been sued for lootbox system).
It's extremely unfun to play this game vs cheaters and with them. Takes all funs out of the game.",0,"great game high skill level. problem is this game has been completely ruined by the sheer amount of allowed blatant cheaters with wallhack almost every single game. the odd of getting a cheater in your teamenemy team is basically the same as getting a mildspec tier weapon in a case which is now starting to disappear because valve has been sued for lootbox system.
it's extremely unfun to play this game vs cheaters and with them. takes all funs out of the game."
"shooting is good maps are decent, servers are ok",1,shooting is good maps are decent servers are ok
alot of raged russains,1,alot of raged russains
Nice to see this game where it is now since 2002,1,nice to see this game where it is now since 2002
its nice js so you know on some occasions you will smash ur desk and will break a keyboard,1,its nice js so you know on some occasions you will smash ur desk and will break a keyboard
"do not play this game, its only for bots and cheaters, i do not recommend to play this game unless you want to brake something or have anger issues",0,do not play this game its only for bots and cheaters i do not recommend to play this game unless you want to brake something or have anger issues
its not the game i just suck,0,its not the game i just suck
"brrr, brrr ,brrr pateow",1,brrr brrr brrr pateow
My life: dedicated to this,1,my life dedicated to this
amazing game already addicted,1,amazing game already addicted
volvo pls ban cheaters pls vac live doesnt work pls volvo,0,volvo pls ban cheaters pls vac live doesnt work pls volvo
"Fun game, medium skill-curve. 

However.... watching Valve descend into greed over the years has been sad to see. They already make an astronomical amount of money off the community market and it seems that every recent change is only in the pursuit of scraping more money off this game. Taking advantage of the fact that it's a cult classic with a culture spanning almost 3 decades I have to leave the thumbs down. Please end the greed.",0,"fun game medium skillcurve. 

however.... watching valve descend into greed over the years has been sad to see. they already make an astronomical amount of money off the community market and it seems that every recent change is only in the pursuit of scraping more money off this game. taking advantage of the fact that it's a cult classic with a culture spanning almost 3 decades i have to leave the thumbs down. please end the greed."
